"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
1372,"1","спасибо","2025-05-16T09:25:19.458690Z",4228835,1.436,5,"не подходит не к одой теме","2025-05-16T09:25:19.458690Z","","","","",""
1373,"1","спасибо вам","2025-05-16T09:25:22.949950Z",4228815,2.868,5,"не подходит не к одой теме","2025-05-16T09:25:22.949950Z","","","","",""
1374,"1","специалист отличный, вежливый и быстро сделал, я очень довольна.","2025-05-16T09:25:28.268519Z",4228768,3.053,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-16T09:25:28.268519Z","","","","",""
1375,"1","оперативно, спасибо!","2025-05-16T09:25:31.101847Z",4228673,2.095,5,"Нравится скорость отработки заявок","2025-05-16T09:25:31.101847Z","","","","",""
1376,"1","спасибо!","2025-05-16T09:25:33.116178Z",4228577,1.283,5,"не подходит не к одой теме","2025-05-16T09:25:33.116178Z","","","","",""
1377,"1","все работает как надо! спасибо!","2025-05-16T09:25:39.884434Z",4228524,6.166,5,"Вопрос решен","2025-05-16T09:25:39.884434Z","","","","",""
1378,"1","быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое","2025-05-16T09:25:45.778605Z",4228491,5.156,5,"Нравится скорость отработки заявок","2025-05-16T09:25:45.778605Z","","","","",""
1379,"1","здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!","2025-05-16T09:25:51.029206Z",4228481,4.578,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-16T09:25:51.029206Z","","","","",""
1380,"1","спасибо мастеру, все быстро сделал","2025-05-16T09:25:55.315272Z",4228457,3.513,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-16T09:25:55.315272Z","","","","",""
1381,"1","оперативно и быстро! супер всегда бы так","2025-05-16T09:25:58.432367Z",4228411,2.42,5,"Нравится скорость отработки заявок","2025-05-16T09:25:58.432367Z","","","","",""
1382,"1","спасибо","2025-05-16T09:26:00.366859Z",4228322,1.307,5,"не подходит не к одой теме","2025-05-16T09:26:00.366859Z","","","","",""
1383,"1","молодцы спасибо","2025-05-16T09:26:03.124968Z",4228315,2.003,5,"не подходит не к одой теме","2025-05-16T09:26:03.124968Z","","","","",""
1384,"1","устное разрешение на установку кодового замка получено.после установки сообщим код в управляющую компанию.спасибо","2025-05-16T09:26:13.470692Z",4228313,9.727,5,"Вопрос решен","2025-05-16T09:26:13.470692Z","","","","",""
1385,"1","детализация предоставлена с 06.2024 была закащана с 01.2024. просьба выдать на все месяцы 2024 года","2025-05-16T09:26:19.343969Z",4228280,5.146,5,"не подходит не к одой теме","2025-05-16T09:26:19.343969Z","","","","",""
1386,"1","спасибо за оперативность)","2025-05-16T09:26:22.725681Z",4228161,2.531,5,"Нравится скорость отработки заявок","2025-05-16T09:26:22.725681Z","","","","",""
1387,"1","спасибо за оперативность!","2025-05-16T09:26:25.095920Z",4228059,1.545,5,"Нравится скорость отработки заявок","2025-05-16T09:26:25.095920Z","","","","",""
1388,"1","слишком часто ломаются лифты!","2025-05-16T09:26:28.406174Z",4227944,2.702,5,"не подходит не к одой теме","2025-05-16T09:26:28.406174Z","","","","",""
1389,"1","слишком часто ломаются лифты","2025-05-16T09:26:30.859287Z",4227942,1.789,5,"не подходит не к одой теме","2025-05-16T09:26:30.859287Z","","","","",""
1390,"1","все замечательно","2025-05-16T09:26:33.463044Z",4227915,1.84,5,"не подходит не к одой теме","2025-05-16T09:26:33.463044Z","","","","",""
1391,"1","спасибо большое за помощь в решении вопроса.","2025-05-16T09:26:38.991978Z",4227850,4.842,5,"Нравится скорость отработки заявок","2025-05-16T09:26:38.992979Z","","","","",""
1392,"1","на этот раз быстро отключили, спасибо!","2025-05-16T09:26:47.149653Z",4227759,7.379,5,"Нравится скорость отработки заявок","2025-05-16T09:26:47.149653Z","","","","",""
1393,"1","спасибо за оперативный ответ","2025-05-16T09:26:49.492190Z",4227749,1.552,5,"Нравится скорость отработки заявок","2025-05-16T09:26:49.492190Z","","","","",""
1394,"1","оценка за оперативность — отлично, за уборку — хорошо. спасибо!","2025-05-16T09:26:51.846491Z",4227554,1.64,5,"Нравится скорость отработки заявок","2025-05-16T09:26:51.846491Z","","","","",""
1395,"1","👍👍👍👍👍👍👍👍👍👍👍👍","2025-05-16T09:26:54.246008Z",4227515,1.707,5,"не подходит не к одой теме","2025-05-16T09:26:54.246008Z","","","","",""
1396,"1","благодарю за оперативность.","2025-05-16T09:26:56.518331Z",4227511,1.602,5,"Нравится скорость отработки заявок","2025-05-16T09:26:56.518331Z","","","","",""
1397,"1","спасибо!","2025-05-16T09:26:58.498112Z",4227504,1.268,5,"не подходит не к одой теме","2025-05-16T09:26:58.498112Z","","","","",""
1398,"1","приходила в ук мне сказали за деньги купить себе новый ключ, на каком основании? выдали не рабочие и теперь платя 2500 за домофон я ещё и ключи должна покупать, соседям дали бесплатно","2025-05-16T09:27:09.027565Z",4227480,9.808,5,"не подходит не к одой теме","2025-05-16T09:27:09.027565Z","","","","",""
1399,"1","спасибо большое!!!!","2025-05-16T09:27:11.668954Z",4227323,1.387,5,"не подходит не к одой теме","2025-05-16T09:27:11.668954Z","","","","",""
1400,"1","оперативно!спасибо!","2025-05-16T09:27:14.107390Z",4227268,1.783,5,"Нравится скорость отработки заявок","2025-05-16T09:27:14.107895Z","","","","",""
1401,"1","огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!","2025-05-16T09:27:19.897147Z",4227035,5.148,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-16T09:27:19.897147Z","","","","",""
1402,"1","починили","2025-05-16T09:27:22.660067Z",4226978,1.904,5,"Вопрос решен","2025-05-16T09:27:22.660067Z","","","","",""
1403,"1","спасибо, что быстро отреагировали. проблема решена.","2025-05-16T09:27:26.341348Z",4226802,2.927,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-16T09:27:26.341348Z","","","","",""
1404,"1","спасибо, оперативно","2025-05-16T09:27:29.823088Z",4226795,2.62,5,"Нравится скорость отработки заявок","2025-05-16T09:27:29.823088Z","","","","",""
1405,"1","спасибо большое
оперативно","2025-05-16T09:27:32.368851Z",4226768,1.554,5,"Нравится скорость отработки заявок","2025-05-16T09:27:32.368851Z","","","","",""
1406,"1","приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!","2025-05-16T09:27:39.294192Z",4226734,8.596,5,"Вопрос решен","2025-05-16T09:27:42.298552Z","","","","",""
1407,"1","все прекрасно спасибо","2025-05-16T09:27:45.274312Z",4226718,2.224,5,"не подходит не к одой теме","2025-05-16T09:27:45.274312Z","","","","",""
1408,"1","спасибо","2025-05-16T09:27:47.580922Z",4226715,1.402,5,"не подходит не к одой теме","2025-05-16T09:27:47.580922Z","","","","",""
1409,"1","спасибо, всё быстро устранено","2025-05-16T09:27:50.315003Z",4226706,2.078,5,"Нравится скорость отработки заявок","2025-05-16T09:27:50.315003Z","","","","",""
1410,"1","здорово что подсказали, не за что бы сам не догадался.","2025-05-16T09:27:54.451658Z",4226692,3.33,5,"не подходит не к одой теме","2025-05-16T09:27:54.451658Z","","","","",""
1411,"1","спасибо!","2025-05-16T09:27:56.413060Z",4226689,1.303,5,"не подходит не к одой теме","2025-05-16T09:27:56.413060Z","","","","",""
1412,"1","спасибо за оперативность.","2025-05-16T09:27:58.760836Z",4226672,1.664,5,"Нравится скорость отработки заявок","2025-05-16T09:27:58.760836Z","","","","",""
1413,"1","спасибо куприянову и.и.!!!","2025-05-16T09:28:01.375780Z",4226652,1.956,5,"не подходит не к одой теме","2025-05-16T09:28:01.375780Z","","","","",""
1414,"1","большое спасибо!!","2025-05-16T09:28:03.993387Z",4226642,1.818,5,"не подходит не к одой теме","2025-05-16T09:28:03.993387Z","","","","",""
1415,"1","спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.","2025-05-16T09:28:14.142429Z",4226636,9.535,5,"Нравится качество работы сотрудников","2025-05-16T09:28:14.142429Z","","","","",""
1416,"1","👍👍👍","2025-05-16T09:28:16.408488Z",4226500,1.424,5,"не подходит не к одой теме","2025-05-16T09:28:16.408488Z","","","","",""
1417,"1","сами устранили","2025-05-16T09:28:19.289257Z",4226465,2.091,5,"не подходит не к одой теме","2025-05-16T09:28:19.289257Z","","","","",""
1418,"1","быстро исправили причину шума щитка. спасибо за оперативность","2025-05-16T09:28:24.656363Z",4226443,4.63,5,"Нравится скорость отработки заявок","2025-05-16T09:28:24.656363Z","","","","",""
1419,"1","спасибо большое за разъяснения,теперь все ясно и понятно.","2025-05-16T09:28:33.483909Z",4226268,7.948,5,"не подходит не к одой теме","2025-05-16T09:28:33.483909Z","","","","",""
1420,"1","спасибо","2025-05-16T09:28:35.678551Z",4226194,1.324,5,"не подходит не к одой теме","2025-05-16T09:28:35.678551Z","","","","",""
1421,"1","оперативно отреагировали быстро сделали спасибо","2025-05-16T09:28:41.654800Z",4226175,5.229,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-16T09:28:41.654800Z","","","","",""
1422,"1","спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается","2025-05-16T09:28:49.312180Z",4226089,6.589,5,"не подходит не к одой теме","2025-05-16T09:28:49.312180Z","","","","",""
1423,"1","молодцы","2025-05-16T09:28:51.817797Z",4226052,1.621,5,"не подходит не к одой теме","2025-05-16T09:28:51.817797Z","","","","",""
1424,"1","спасибо за скорость работы 👍","2025-05-16T09:28:54.749356Z",4225989,2.031,5,"Нравится скорость отработки заявок","2025-05-16T09:28:54.749356Z","","","","",""
1425,"1","спасибо большое!","2025-05-16T09:28:57.955775Z",4225869,2.409,5,"не подходит не к одой теме","2025-05-16T09:28:57.955775Z","","","","",""
1426,"1","стулья привезли, а зеркало нет.","2025-05-16T09:29:03.458627Z",4225811,4.631,5,"не подходит не к одой теме","2025-05-16T09:29:03.458627Z","","","","",""
1427,"1","сантехник пришёл всё сделал","2025-05-16T09:29:07.358589Z",4225753,3.115,5,"Вопрос решен","2025-05-16T09:29:07.358589Z","","","","",""
1428,"1","спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.","2025-05-16T09:29:12.214047Z",4225724,4.022,5,"Нравится скорость отработки заявок","2025-05-16T09:29:12.214047Z","","","","",""
1429,"1","отлично!","2025-05-16T09:29:14.650748Z",4225701,1.534,5,"не подходит не к одой теме","2025-05-16T09:29:14.650748Z","","","","",""
1430,"1","спасибо большое","2025-05-16T09:29:17.179575Z",4225682,1.743,5,"не подходит не к одой теме","2025-05-16T09:29:17.179575Z","","","","",""
1431,"1","супер!","2025-05-16T09:29:19.311648Z",4225669,1.377,5,"не подходит не к одой теме","2025-05-16T09:29:19.311648Z","","","","",""
1432,"1","спасибо ❤️","2025-05-16T09:29:21.628794Z",4225658,1.483,5,"не подходит не к одой теме","2025-05-16T09:29:21.628794Z","","","","",""
1433,"1","спасибо, жду перерасчет .","2025-05-16T09:29:24.504773Z",4225635,2.095,5,"не подходит не к одой теме","2025-05-16T09:29:24.504773Z","","","","",""
1434,"1","очень оперативно решили вопрос, спасибо!","2025-05-16T09:29:28.267689Z",4225626,2.9,5,"Нравится скорость отработки заявок","2025-05-16T09:29:28.267689Z","","","","",""
1435,"1","оперативно )","2025-05-16T09:29:30.377422Z",4225624,1.368,5,"Нравится скорость отработки заявок","2025-05-16T09:29:30.377422Z","","","","",""
1436,"1","красавчеги!","2025-05-16T09:29:45.488874Z",4225575,2.723,5,"не подходит не к одой теме","2025-05-16T09:29:45.488874Z","","","","",""
1437,"1","спасибо","2025-05-16T09:29:47.952896Z",4225568,1.33,5,"не подходит не к одой теме","2025-05-16T09:29:47.952896Z","","","","",""
1438,"1","спасибо! все устранено!","2025-05-16T09:29:54.808087Z",4225435,6.088,5,"Вопрос решен","2025-05-16T09:29:54.808087Z","","","","",""
1439,"1","отлично, спасибо!","2025-05-16T09:30:00.790348Z",4225323,5.196,5,"не подходит не к одой теме","2025-05-16T09:30:00.790348Z","","","","",""
1440,"1","пришли очень оперативно !","2025-05-16T09:30:03.895705Z",4225170,2.184,5,"Нравится скорость отработки заявок","2025-05-16T09:30:03.895705Z","","","","",""
1441,"1","мы сами устранили","2025-05-16T09:30:08.834686Z",4225103,4.255,5,"не подходит не к одой теме","2025-05-16T09:30:08.834686Z","","","","",""
1442,"1","отличный аккуратный специалист.","2025-05-16T09:30:12.023071Z",4225040,2.392,5,"Нравится качество работы сотрудников","2025-05-16T09:30:12.023071Z","","","","",""
1443,"1","всё было сделано быстро и качественно, огромное спасибо мастеру","2025-05-16T09:30:15.683845Z",4225032,4.568,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}","2025-05-16T09:30:20.260650Z","","","","",""
1444,"1","супер мастер","2025-05-16T09:30:22.590277Z",4224936,1.537,5,"Нравится качество работы сотрудников","2025-05-16T09:30:22.590277Z","","","","",""
1445,"1","мерси!","2025-05-16T09:30:24.818283Z",4224874,1.536,5,"не подходит не к одой теме","2025-05-16T09:30:24.818283Z","","","","",""
1446,"1","оперативно! спасибо!","2025-05-16T09:30:26.942274Z",4224777,1.48,5,"Нравится скорость отработки заявок","2025-05-16T09:30:26.942274Z","","","","",""
1447,"1","спасибо большое за решение вопроса.","2025-05-16T09:30:31.594195Z",4224703,3.973,5,"Вопрос решен","2025-05-16T09:30:31.594195Z","","","","",""
1448,"1","спасибо, всё исправили","2025-05-16T09:30:34.140124Z",4224664,1.806,5,"Вопрос решен","2025-05-16T09:30:34.140124Z","","","","",""
1449,"1","спасибо! все поняла","2025-05-16T09:30:36.895430Z",4224554,2.097,5,"не подходит не к одой теме","2025-05-16T09:30:36.895430Z","","","","",""
1450,"1","жаль не с первого раза, звонков 8","2025-05-16T09:30:39.917189Z",4224482,2.325,5,"не подходит не к одой теме","2025-05-16T09:30:39.917189Z","","","","",""
1451,"1","спасибо за оперативность","2025-05-16T09:30:42.100923Z",4224362,1.436,5,"Нравится скорость отработки заявок","2025-05-16T09:30:42.100923Z","","","","",""
1452,"1","отлично","2025-05-16T09:30:44.517561Z",4224172,1.766,5,"не подходит не к одой теме","2025-05-16T09:30:44.517561Z","","","","",""
1453,"1","просьба очищать своевременн, не дожидаясь заявок","2025-05-16T09:30:49.831657Z",4224118,4.658,5,"не подходит не к одой теме","2025-05-16T09:30:49.831657Z","","","","",""
1454,"1","мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет","2025-05-16T09:30:55.305635Z",4224033,4.93,5,"не подходит не к одой теме","2025-05-16T09:30:55.305635Z","","","","",""
1455,"1","нашли причину","2025-05-16T09:30:59.139027Z",4224005,2.448,5,"не подходит не к одой теме","2025-05-16T09:30:59.139027Z","","","","",""
1456,"1","оперативно, удобно!","2025-05-16T09:31:01.941710Z",4223977,2.08,5,"Нравится скорость отработки заявок","2025-05-16T09:31:01.941710Z","","","","",""
1457,"1","все отлично! выявили проблему.","2025-05-16T09:31:13.133036Z",4223959,10.318,5,"Вопрос решен","2025-05-16T09:31:13.134036Z","","","","",""
1458,"1","спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!","2025-05-16T09:31:21.340559Z",4223869,7.336,5,"Нравится скорость отработки заявок","2025-05-16T09:31:21.340559Z","","","","",""
1459,"1","всю ночь стоят палеты и стеллажи у подъезда","2025-05-16T09:31:25.839258Z",4223859,3.791,5,"не подходит не к одой теме","2025-05-16T09:31:25.839258Z","","","","",""
1460,"1","хорошо","2025-05-16T09:31:28.480938Z",4223852,1.847,5,"не подходит не к одой теме","2025-05-16T09:31:28.480938Z","","","","",""
1461,"1","ответа на вопрос нет","2025-05-16T09:31:31.780876Z",4223800,2.39,5,"не подходит не к одой теме","2025-05-16T09:31:31.780876Z","","","","",""
1462,"1","благодарю вас","2025-05-16T09:31:33.857878Z",4223719,1.396,5,"не подходит не к одой теме","2025-05-16T09:31:33.857878Z","","","","",""
1463,"1","благодарю","2025-05-16T09:31:35.839150Z",4223709,1.293,5,"не подходит не к одой теме","2025-05-16T09:31:35.839150Z","","","","",""
1464,"1","сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.","2025-05-16T09:31:38.878188Z",4223661,2.291,5,"Нравится скорость отработки заявок","2025-05-16T09:31:38.878188Z","","","","",""
1465,"1","спасибо за оперативность","2025-05-16T09:31:41.232466Z",4223612,1.607,5,"Нравится скорость отработки заявок","2025-05-16T09:31:41.232466Z","","","","",""
1466,"1","быстро! спасибо!","2025-05-16T09:32:19.717858Z",4223587,12.634,5,"Нравится скорость отработки заявок","2025-05-16T09:32:19.717858Z","","","","",""
1467,"1","благодарю","2025-05-16T09:32:22.190489Z",4223554,1.599,5,"не подходит не к одой теме","2025-05-16T09:32:22.190489Z","","","","",""
1468,"1","оперативно заменили и опломбировали, спасибо!","2025-05-16T09:32:27.038348Z",4223388,4.183,5,"Нравится скорость отработки заявок","2025-05-16T09:32:27.038348Z","","","","",""
1469,"1","спасибо","2025-05-16T09:32:29.240528Z",4223350,1.466,5,"не подходит не к одой теме","2025-05-16T09:32:29.240528Z","","","","",""
1470,"1","классно","2025-05-16T09:32:33.661986Z",4223285,3.834,5,"не подходит не к одой теме","2025-05-16T09:32:33.661986Z","","","","",""
1471,"1","ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.","2025-05-16T09:32:39.297095Z",4223272,4.815,5,"Вопрос решен","2025-05-16T09:32:39.297095Z","","","","",""
1472,"1","всё сделали хорошо и быстро.","2025-05-16T09:32:50.550892Z",4223241,10.433,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}","2025-05-16T09:32:50.550892Z","","","","",""
1473,"1","благодарю за оперативность!","2025-05-16T09:32:57.404621Z",4223217,5.984,5,"Нравится скорость отработки заявок","2025-05-16T09:32:57.404621Z","","","","",""
1474,"1","мне нужно присутствовать при съеме контрольных показаний? счетчики все в коридоре. возможно вызов в выход дни?","2025-05-16T09:33:06.195917Z",4223153,7.645,5,"не подходит не к одой теме","2025-05-16T09:33:06.195917Z","","","","",""
1475,"1","спасибо!","2025-05-16T09:33:09.037623Z",4223144,1.745,5,"не подходит не к одой теме","2025-05-16T09:33:09.037623Z","","","","",""
1476,"1","быстро и оперативно помогли решить вопрос!","2025-05-16T09:33:15.718676Z",4223142,5.989,5,"Нравится скорость отработки заявок","2025-05-16T09:33:15.718676Z","","","","",""
1477,"1","большое спасибо!","2025-05-16T09:33:18.643157Z",4223135,1.836,5,"не подходит не к одой теме","2025-05-16T09:33:18.643157Z","","","","",""
1478,"1","спасибо, быстро освободили","2025-05-16T09:33:20.827636Z",4223029,1.461,5,"Нравится скорость отработки заявок","2025-05-16T09:33:20.827636Z","","","","",""
1479,"1","спасибо.","2025-05-16T09:33:22.829249Z",4222990,1.404,5,"не подходит не к одой теме","2025-05-16T09:33:22.829249Z","","","","",""
1480,"1","спасибо.","2025-05-16T09:33:25.816884Z",4222976,2.32,5,"не подходит не к одой теме","2025-05-16T09:33:25.816884Z","","","","",""
1481,"1","электрик смог настроить свет в коридоре удаленно. с помощью отключения электричества в квартире. правда, после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер. а после прошлого посещения монтажника свет в коридоре и закончился...","2025-05-16T09:33:35.388826Z",4222957,8.906,5,"не подходит не к одой теме","2025-05-16T09:33:35.388826Z","","","","",""
1482,"1","спасибо за оперативность.","2025-05-16T09:33:38.309351Z",4222953,2.066,5,"Нравится скорость отработки заявок","2025-05-16T09:33:38.309351Z","","","","",""
1483,"1","спасибо !","2025-05-16T09:33:40.645132Z",4222905,1.651,5,"не подходит не к одой теме","2025-05-16T09:33:40.645132Z","","","","",""
1484,"1","тяп-ляп, ну ладно, тут везде так","2025-05-16T09:33:43.374544Z",4222777,2.039,5,"не подходит не к одой теме","2025-05-16T09:33:43.374544Z","","","","",""
1485,"1","спасибо, вижу счетчики в приложении","2025-05-16T09:33:46.470060Z",4222690,2.476,5,"не подходит не к одой теме","2025-05-16T09:33:46.470060Z","","","","",""
1486,"1","сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!","2025-05-16T09:33:50.809864Z",4222643,3.606,5,"не подходит не к одой теме","2025-05-16T09:33:50.809864Z","","","","",""
1487,"1","очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.","2025-05-16T09:33:56.676357Z",4222607,5.172,5,"Нравится качество работы сотрудников","2025-05-16T09:33:56.676357Z","","","","",""
1488,"1","а кто заявку подавал? я не подвала. или это автоматически","2025-05-16T09:33:59.966177Z",4222565,2.33,5,"не подходит не к одой теме","2025-05-16T09:33:59.966177Z","","","","",""
1489,"1","профессионал. все решили.","2025-05-16T09:34:02.770582Z",4222446,2.099,5,"Нравится качество работы сотрудников","2025-05-16T09:34:02.770582Z","","","","",""
1490,"1","спасибо мастеру за работу","2025-05-16T09:34:05.127287Z",4222362,1.658,5,"Нравится качество работы сотрудников","2025-05-16T09:34:05.127287Z","","","","",""
1491,"1","сантехник андрей качественно выполнил свою работу.","2025-05-16T09:34:10.702623Z",4222340,4.947,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}","2025-05-16T09:34:10.702623Z","","","","",""
1492,"1","быстрое решение. спасибо руслану","2025-05-16T09:34:13.044040Z",4222299,1.625,5,"Нравится скорость отработки заявок","2025-05-16T09:34:13.044040Z","","","","",""
1493,"1","всё отлично, решили всё)","2025-05-16T09:34:22.337752Z",4222276,5.883,5,"Вопрос решен","2025-05-16T09:34:22.337752Z","","","","",""
1494,"1","не вписан ещё один человек","2025-05-16T09:34:26.537262Z",4222274,3.399,5,"не подходит не к одой теме","2025-05-16T09:34:26.537262Z","","","","",""
1495,"1","спасибо","2025-05-16T09:34:28.542991Z",4222152,1.299,5,"не подходит не к одой теме","2025-05-16T09:34:28.542991Z","","","","",""
1496,"1","спасибо, за быстрое решение","2025-05-16T09:34:31.922318Z",4222082,2.726,5,"Нравится скорость отработки заявок","2025-05-16T09:34:31.922318Z","","","","",""
1497,"1","спасибо большое за помощь","2025-05-16T09:34:34.507610Z",4222023,2.009,5,"не подходит не к одой теме","2025-05-16T09:34:34.507610Z","","","","",""
1498,"1","спасибо большое 🙂👍👍👍","2025-05-16T09:34:37.857816Z",4221960,1.494,5,"не подходит не к одой теме","2025-05-16T09:34:37.857816Z","","","","",""
1499,"1","очень часто ломается.","2025-05-16T09:34:43.472870Z",4221927,5.088,5,"не подходит не к одой теме","2025-05-16T09:34:43.472870Z","","","","",""
1500,"1","благодарю!","2025-05-16T09:34:46.207388Z",4221918,1.811,5,"не подходит не к одой теме","2025-05-16T09:34:46.207388Z","","","","",""
1501,"1","спасибо, очень быстро решили вопрос по заявке!","2025-05-16T09:34:50.789902Z",4221917,6.742000000000001,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-16T09:34:53.837746Z","","","","",""
1502,"1","спасибо","2025-05-16T09:34:57.207568Z",4221841,2.543,5,"не подходит не к одой теме","2025-05-16T09:34:57.207568Z","","","","",""
1503,"1","спасибо!","2025-05-16T09:34:59.198531Z",4221834,1.306,5,"не подходит не к одой теме","2025-05-16T09:34:59.198531Z","","","","",""
1504,"1","супер!","2025-05-16T09:35:02.311243Z",4221810,2.507,5,"не подходит не к одой теме","2025-05-16T09:35:02.311243Z","","","","",""
1505,"1","где можно посмотреть прайс на услуги ваших электриков? что за инкогнито цены, которые мне потом озвучивают?","2025-05-16T09:35:06.084021Z",4221772,3.048,5,"не подходит не к одой теме","2025-05-16T09:35:06.084021Z","","","","",""
1506,"1","надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!","2025-05-16T09:35:09.972941Z",4221569,3.334,5,"не подходит не к одой теме","2025-05-16T09:35:09.972941Z","","","","",""
1507,"1","ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!","2025-05-16T09:35:13.813890Z",4221567,2.907,5,"не подходит не к одой теме","2025-05-16T09:35:13.813890Z","","","","",""
1508,"1","давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......","2025-05-16T09:35:17.825525Z",4221565,3.272,5,"не подходит не к одой теме","2025-05-16T09:35:17.825525Z","","","","",""
1509,"1","все ок","2025-05-16T09:35:19.847042Z",4221523,1.319,5,"не подходит не к одой теме","2025-05-16T09:35:19.847042Z","","","","",""
1510,"1","супер спасибо","2025-05-16T09:35:21.730455Z",4221478,1.199,5,"не подходит не к одой теме","2025-05-16T09:35:21.730455Z","","","","",""
1511,"1","быстро отреагировали!","2025-05-16T09:35:23.806578Z",4221447,1.308,5,"Нравится скорость отработки заявок","2025-05-16T09:35:23.807577Z","","","","",""
1512,"1","сняла одну звезду за молчаливое закрытие заявки. 
а так, действительно, пришла домой, свет уже был.","2025-05-16T09:35:29.505363Z",4221334,5.015,5,"не подходит не к одой теме","2025-05-16T09:35:29.505363Z","","","","",""
1513,"1","не отображаются счета на оплату","2025-05-16T09:35:34.458670Z",4221099,4.077,5,"не подходит не к одой теме","2025-05-16T09:35:34.458670Z","","","","",""
1514,"1","большое спасибо, все починили очень оперативно!","2025-05-16T09:35:38.208359Z",4221077,3.087,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-16T09:35:38.208359Z","","","","",""
1515,"1","все отлично спасибо","2025-05-16T09:35:40.423176Z",4220907,1.38,5,"Нравится скорость отработки заявок","2025-05-16T09:35:40.423176Z","","","","",""
1516,"1","очень оперативно.","2025-05-16T09:35:42.765732Z",4220888,1.591,5,"Нравится скорость отработки заявок","2025-05-16T09:35:42.765732Z","","","","",""
1517,"1","благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.","2025-05-16T09:35:51.499320Z",4220856,7.612,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-16T09:35:51.499320Z","","","","",""
1518,"1","спасибо большое","2025-05-16T09:35:56.274609Z",4220842,3.939,5,"не подходит не к одой теме","2025-05-16T09:35:56.274609Z","","","","",""
1519,"1","спасибо большое","2025-05-16T09:35:58.795811Z",4220791,1.727,5,"не подходит не к одой теме","2025-05-16T09:35:58.795811Z","","","","",""
1520,"1","прекрасный мастер. все оперативно решил, благодарю !","2025-05-16T09:36:05.521841Z",4220642,9.017,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-16T09:36:08.937408Z","","","","",""
1521,"1","спасибо за быстрое реагирование","2025-05-16T09:36:12.205363Z",4220586,2.465,5,"Нравится скорость отработки заявок","2025-05-16T09:36:12.205363Z","","","","",""
1522,"1","здравствуйте, когда будет видна оплата? платили по реквизитам","2025-05-16T09:36:15.800357Z",4220445,2.835,5,"не подходит не к одой теме","2025-05-16T09:36:15.800357Z","","","","",""
1523,"1","спасибо за оперативность за быструю обратную связь","2025-05-16T09:36:20.783130Z",4220372,5.374,5,"Нравится скорость отработки заявок","2025-05-16T09:36:22.266987Z","","","","",""
1524,"1","сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной","2025-05-16T09:36:26.959698Z",4220321,3.812,5,"не подходит не к одой теме","2025-05-16T09:36:26.959698Z","","","","",""
